Symbol,Name,Sector,Price,52 Week High,52 Week Low,Dividend Yield,Earnings per Share,Sales per Share,Book Value per Share,EBITDA,Market Cap
MNST,Monster Beverage,Consumer Staples,61.99,70.215,41.02,0,1.19,4.380117925,6.484309623,1229478000,36403831015
LOW,Lowe's Cos.,Consumer Discretionary,95.01,108.98,70.76,1.6413131,3.46,60.69614085,6.738297872,7858000000,82909678852
KR,Kroger Co.,Consumer Staples,27.57,34.75,19.69,1.7301039,2.05,98.60069626,6.858208955,5342000000,25471355847
VRTX,Vertex Pharmaceuticals Inc,Health Care,151.6,174.955,84.39,0,1.04,9.36646376,6.91921497,97562000,39369386348
NKE,Nike,Consumer Discretionary,62.49,68.83,50.35,1.2189548,2.51,20.45503735,7.013468013,5162000000,1.07E+11
FAST,Fastenal Co,Industrials,52.15,57.815,39.79,2.7798648,2.01,15.0159359,7.056833559,1009600000,15311373377
TJX,TJX Companies Inc.,Consumer Discretionary,74.36,81.46,66.44,1.64042,3.46,38.54128193,7.184541063,4600216000,48181450881
ROST,Ross Stores,Consumer Discretionary,75.06,85.66,52.85,0.82061803,2.83,25.24340837,7.30155642,2247009000,29803566306
LMT,Lockheed Martin Corp.,Industrials,334.3,361.79,256.4,2.315954,6.83,177.9947673,7.339187706,7115000000,98102120000
ORLY,O'Reilly Automotive,Consumer Discretionary,252.22,279.23,169.43,0,10.73,78.98086068,7.392145369,1965187000,21433781860
GIS,General Mills,Consumer Staples,53.99,63.73,49.65,3.5864594,2.77,26.47973351,7.436639118,3107600000,31098243069
CBS,CBS Corp.,Consumer Discretionary,51.8,70.095,52.75,1.3473054,2.81,24.60221238,7.496382055,2841000000,20431395736
CHD,Church & Dwight,Consumer Staples,47.38,54.1799,43.21,1.8366054,2.92,14.95465249,7.544585987,868000000,11838963451
SYMC,Symantec Corp.,Information Technology,25.59,34.2,25.65,1.1286682,-0.17,7.205103274,7.616071429,1227000000,16520497264
KLAC,KLA-Tencor Corp.,Information Technology,98.54,121.65,86.33,2.2988505,5.88,22.70723364,7.62103635,1506642000,16078622033
GPS,Gap Inc.,Consumer Discretionary,31.17,35.68,21.02,2.8203557,1.69,27.60914381,7.93129771,1959000000,12684517721
RHT,Red Hat Inc.,Information Technology,124.65,135.77,78.48,0,1.68,15.19737013,7.944550669,541809000,22799923883
CNP,CenterPoint Energy,Utilities,25.85,30.45,25.51,4.2109256,1,15.89535067,8.052959502,2337000000,11362043297
AAL,American Airlines Group,Industrials,48.6,59.08,39.21,0.7782101,3.91,83.76051628,8.059701493,5761000000,24594852352
NFLX,Netflix Inc.,Information Technology,250.1,286.81,138.26,0,1.25,25.36101162,8.12012987,809028000,1.15E+11
AIV,Apartment Investment & Management,Real Estate,38.21,46.855,38.85,3.876562,1.95,6.175232775,8.147121535,874871000,6156884142
INCY,Incyte,Health Care,83.92,153.15,84.21,0,0.54,4.928645638,8.187317073,-81686000,18220961259
F,Ford Motor,Consumer Discretionary,10.43,13.48,10.19,6.7843866,1.9,38.5523892,8.277777778,9281000000,42414328338
FOXA,Twenty-First Century Fox Class A,Consumer Discretionary,34.56,39.135,24.81,0.9983361,1.59,16.39444037,8.408759124,5280000000,44027094922
AMAT,Applied Materials Inc,Information Technology,45.75,60.89,34.58,0.8215239,3.17,9.729870302,8.409926471,4336000000,51296481503
GGP,General Growth Properties Inc.,Real Estate,21.62,25.72,18.83,4.005462,1.34,1.271482212,8.412451362,1740540000,21018887283
ADP,Automatic Data Processing,Information Technology,108.25,125.24,95.5,2.2190912,3.85,26.73942491,8.417573872,2767400000,50337702249
FOX,Twenty-First Century Fox Class B,Consumer Discretionary,34.09,38.56,24.3,1.0084034,1.59,10.76928452,8.438118812,5280000000,66135313503
IT,Gartner Inc,Information Technology,114.26,142.16,97.96,0,2.31,23.34457521,8.482553823,234935000,10828314389
GE,General Electric,Industrials,14.45,30.59,14.71,3.147541,-0.72,13.27196572,8.5,-206000000,1.32E+11
XLNX,Xilinx Inc,Information Technology,62.82,77.26,54.99,2.0904882,2.32,8.846384685,8.700831025,845468000,17064975551
RHI,Robert Half International,Industrials,52.26,60.59,42.92,1.7075773,2.32,39.20361892,8.739130435,565196000,7047165475
HBAN,Huntington Bancshares,Financials,15.1,16.53,12.14,2.8132992,1,4.300511544,8.779069767,0,16766497291
MSFT,Microsoft Corp.,Information Technology,85.01,96.07,63.22,1.8747908,2.97,11.9511942,8.957850369,41079000000,6.90E+11
LEG,Leggett & Platt,Consumer Discretionary,43.99,54.97,42,3.1454785,2.76,21.66685441,8.99591002,447000000,6034600480
CAG,Conagra Brands,Consumer Staples,35.49,41.68,32.16,2.3683476,1.46,19.39874919,9.194300518,1281200000,14379717835
HRL,Hormel Foods Corp.,Consumer Staples,32.21,38,29.75,2.2907758,1.57,12.79454464,9.229226361,1422305000,17338613096
HST,Host Hotels & Resorts,Real Estate,18.75,21.53,17.26,4.1131105,1.02,5.274390978,9.282178218,1547000000,14394715334
BMY,Bristol-Myers Squibb,Health Care,62.69,66.1,51.12,2.5546863,2.65,9.639823651,9.287407407,5170000000,1.03E+11
ABC,AmerisourceBergen Corp,Health Care,91.55,106.27,71.9,1.6132456,1.64,526.2406403,9.409044193,991884000,20587704101
AOS,A.O. Smith Corp,Industrials,60.24,68.39,48.925,1.1479592,1.7,16.84807528,9.486614173,601000000,10783419933
WMB,Williams Cos.,Energy,28.56,33.67,26.8188,4,-0.57,6.644511316,9.488372093,3955000000,24802396470
FTV,Fortive Corp,Industrials,69.14,76.68,54.8844,0.39057052,2.46,13.37779104,9.642956764,1508300000,24916503061
HOLX,Hologic,Health Care,38.8,46.8,35.76,0,2.64,8.077695775,9.7,1561000000,11181493750
CHRW,C. H. Robinson Worldwide,Industrials,90.47,100.18,63.41,1.987685,3.57,106.0824303,9.717508056,868096000,12932483889
VRSN,Verisign Inc.,Information Technology,105.62,118.28,81.17,0,3.43,8.516485754,9.76155268,767864000,10754983829
VRSK,Verisk Analytics,Industrials,92.28,100.54,75.6,0,3.45,9.287931306,9.880085653,1011200000,15594677147
PFE,Pfizer Inc.,Health Care,33.63,39.43,31.67,3.8879359,3.51,8.403112525,9.891176471,20569000000,2.09E+11
VFC,V.F. Corp.,Consumer Discretionary,78.75,82.95,48.05,2.2865665,2.55,21.22015543,9.980988593,1624441000,31797645904
HAL,Halliburton Co.,Energy,47.41,57.86,38.181,1.4489837,-0.53,22.12915623,10.0021097,2910000000,43356557470
UDR,UDR Inc,Real Estate,32.92,40.71,33.31,3.668639,1.08,2.662174934,10.06727829,665141000,9050154422
NTAP,NetApp,Information Technology,55.85,64.0599,37.43,1.3881658,1.81,15.22336534,10.22893773,1075000000,15375210915
TXN,Texas Instruments,Information Technology,97.66,120.75,74.52,2.4318495,3.6,14.03720915,10.47854077,7013000000,1.00E+11
BLL,Ball Corp,Materials,38.44,43.24,35.6,1.0170354,0.85,24.48969346,10.61878453,1317000000,13767688518
NVDA,Nvidia Corporation,Information Technology,217.52,249.27,95.17,0.26223776,2.57,10.82496354,10.6679745,3098000000,1.39E+11
EBAY,eBay Inc.,Information Technology,41.02,46.99,31.89,0,-1.07,8.779930987,10.79473684,2941000000,44216696399
MGM,MGM Resorts International,Consumer Discretionary,33.5,38.41,25.15,1.2687428,1.92,15.03812119,10.84142395,2680385000,19633674337
SCHW,Charles Schwab Corporation,Financials,48.9,56.25,37.16,0.76878726,1.61,6.151241287,10.84257206,0,69750188843
EXPD,Expeditors International,Industrials,60.36,67.54,51.96,1.3520038,2.36,27.55762973,10.87567568,721643000,11040678071
TSCO,Tractor Supply Company,Consumer Discretionary,65.94,82.68,49.87,1.6030874,3.3,56.63914449,10.97171381,859519000,8459271203
HOG,Harley-Davidson,Consumer Discretionary,47.54,63.4,44.52,3.0218647,2.98,28.60495201,11.03016241,1058817000,8158949890
KORS,Michael Kors Holdings,Consumer Discretionary,60.03,69.95,32.38,0,3.31,19.08384388,11.11666667,456600000,10053919023
CBG,CBRE Group,Real Estate,41.92,46.6,30.43,0,1.69,28.66849934,11.20855615,1652961000,14440591731
NLSN,Nielsen Holdings,Industrials,33.9,45.73,34.22,3.6208732,1.39,12.42295296,11.22516556,1836000000,13377670080
TPR,"Tapestry, Inc.",Consumer Discretionary,48.85,50.71,36.69,0,2.09,11.97729761,11.22988506,0,14247199374
IP,International Paper,Materials,56.05,66.94,49.6,3.206751,5.14,52.1965335,11.23246493,3004000000,24465996443
OMC,Omnicom Group,Consumer Discretionary,75.91,86.71,65.32,3.1838684,4.79,49.52647445,11.3978979,2366000000,17377551986
TRIP,TripAdvisor,Consumer Discretionary,40.05,53.29,29.5,0,0.81,8.720593175,11.4756447,234000000,5700998508
HCP,HCP Inc.,Real Estate,22.64,33.67,22.8,6.330197,1.33,2.785738446,11.49238579,1412684000,10967755538
SPG,Simon Property Group Inc,Real Estate,152.18,187.35,150.15,5.0368075,6.25,17.38307007,11.4939577,4411515000,48139839531
FISV,Fiserv Inc,Information Technology,133.05,144.2,106.2,0,4.14,20.41047059,11.52946274,1911000000,26918949723
WY,Weyerhaeuser Corp.,Real Estate,33.6,37.89,30.9504,3.7079954,0.77,9.23158232,11.5862069,1365000000,26070297960
DISH,Dish Network,Consumer Discretionary,43.77,66.5,42.48,0,3.06,23.63155762,11.64095745,2754331000,21032719056
CTL,CenturyLink Inc,Telecommunication Services,16.2,27.61,13.161,12.661196,1.16,10.94891695,11.65467626,5577000000,18237196861
KIM,Kimco Realty,Real Estate,14.01,25.15,14.33,7.7134986,0.8,1.986981992,11.675,701190000,6180487499
DPS,Dr Pepper Snapple Group,Consumer Staples,116.93,126.65,83.23,1.9661016,4.54,27.74193551,11.7047047,1507000000,21209783858
WM,Waste Management Inc.,Industrials,79.12,89.73,69.55,2.0800195,2.66,24.13102316,11.75631501,3896000000,35488486675
CRM,Salesforce.com,Information Technology,104.03,114.52,79.63,0,0.27,10.02807195,11.80817253,925804000,79489115000
APTV,Aptiv Plc,Consumer Discretionary,89.27,96.91,82.97,0.9392678,5.05,59.41115407,11.80820106,2370000000,24906530300
CSX,CSX Corp.,Industrials,50.47,60.04,45.41,1.5102888,6.07,11.9700547,11.81967213,5003000000,47340511707
V,Visa Inc.,Information Technology,113.86,126.88,84.88,0.70204765,2.8,7.888508343,12.11276596,13086000000,2.70E+11
MAR,Marriott Int'l.,Consumer Discretionary,133.88,149.21,85.3725,0.9452879,2.67,44.63075931,12.14882033,2620000000,50910130358
EL,Estee Lauder Cos.,Consumer Staples,131.46,138.74,81.69,1.1283498,3.35,33.26199606,12.14972274,2478000000,49543264457
CELG,Celgene Corp.,Health Care,91.02,147.17,92.85,0,3.58,15.61215978,12.15220294,5233000000,74921079154
BHGE,"Baker Hughes, a GE Company",Energy,27.5,57.73,28.03,2.4991322,-0.31,14.18253542,12.22222222,285000000,32995712852
DVN,Devon Energy Corp.,Energy,34.94,47.25,28.7947,0.6528836,-6.89,16.91157309,12.25964912,3723000000,19317380000
TSS,Total System Services,Information Technology,81.17,89.92,50.96,0.6091133,3.16,25.56094255,12.35464231,1097534000,15694951118
NI,NiSource Inc.,Utilities,22.51,27.76,21.93,3.3780859,1.02,10.06647946,12.36813187,1448600000,7776566371
PYPL,PayPal,Information Technology,72.32,86.32,39.92,0,1.47,10.42721596,12.4475043,2932000000,90708000000
AVY,Avery Dennison Corp,Materials,110.77,123.67,78.471,1.5682175,3.11,72.84385446,12.54473386,831200000,10104814319
CTXS,Citrix Systems,Information Technology,84.53,95,73.3346,0,-0.24,17.78129715,12.56017831,810268000,13199167493
CSCO,Cisco Systems,Information Technology,38.77,42.98,30.36,2.8755577,1.91,7.069118364,12.6286645,15447000000,1.99E+11
DRE,Duke Realty Corp,Real Estate,24.52,30.14,24.73,3.1533308,0.88,1.525135787,12.63917526,529483000,9035293365
APH,Amphenol Corp,Information Technology,84.44,93.62,67.26,0.8608971,2.05,21.8940818,12.71686747,1671700000,26955335395
ATVI,Activision Blizzard,Information Technology,65.83,74.945,38.93,0.43190324,1.28,6.213237792,12.75775194,2704000000,52518668144
INTC,Intel Corp.,Information Technology,42.75,50.85,33.23,2.6548672,1.98,12.76547713,12.7994012,26247000000,2.12E+11
LKQ,LKQ Corporation,Consumer Discretionary,38.86,43.8599,27.85,0,1.5,22.54571657,12.86754967,1065614000,12469931896
LLY,Lilly (Eli) & Co.,Health Care,74.21,89.09,75.71,2.9327424,-0.2,19.76467756,12.95113438,3459800000,84475986228
KEY,KeyCorp,Financials,20.08,22.22,16.28,1.9876952,1.12,6.139825975,12.95483871,0,22589744920
FLS,Flowserve Corporation,Industrials,40.82,51.92,37.51,1.8291216,1.12,19.62213498,12.95873016,463066000,5427884956
NAVI,Navient,Financials,13.38,16.97,11.481,4.5584044,1.01,19.15100366,13.11764706,0,3692691330
ORCL,Oracle Corp.,Information Technology,46.84,53.14,40.01,1.5551463,2.2,8.911440863,13.15730337,16545000000,2.02E+11
FLIR,FLIR Systems,Information Technology,46.46,52.88,33.75,1.2396694,1.21,9.042497598,13.19886364,375267000,6706992926
XYL,Xylem Inc.,Industrials,70.24,76.81,46.86,1.1700794,1.83,25.76471198,13.22787194,722000000,12915021000
CERN,Cerner,Health Care,61.22,73.86,51.2617,0,1.84,11.01863679,13.25108225,1523440000,21101697598
EMR,Emerson Electric Company,Industrials,66.4,74.45,56.77,2.813225,2.35,18.08882222,13.25349301,2542000000,44040298425
CF,CF Industries Holdings Inc,Materials,37.46,43.98,25.04,3.0395136,-1.2,12.46819379,13.33096085,711000000,9209106695
CA,"CA, Inc.",Information Technology,32.66,36.56,30.45,3,1.85,9.679209482,13.3852459,1613000000,14175422936
ALGN,Align Technology,Health Care,220.71,287.32,92.61,0,2.84,16.79831346,13.42518248,380326000,18788041378
JBHT,J. B. Hunt Transport Services,Industrials,114.81,126.49,83.35,0.8139042,6.19,64.87392895,13.42807018,1007309000,12945366350
OKE,ONEOK,Energy,54.4,61.36,47.14,5.4436197,1.66,20.79545283,13.49875931,1851783000,21988472489
RMD,ResMed,Health Care,89.26,104.78,67.04,1.5120423,2.41,14.48069519,13.50378215,636942000,13233622689
MCHP,Microchip Technology,Information Technology,79.9,99.17,69.76,1.7512966,0.66,10.728406,13.54237288,997492000,19393095636
MMC,Marsh & McLennan,Financials,79.31,86.54,69.33,1.8257059,2.87,26.57045333,13.55726496,3236000000,41819440000
RF,Regions Financial Corp.,Financials,17.9,19.9,13,1.8987342,1,5.151418611,13.56060606,0,21500640000
MRK,Merck & Co.,Health Care,54.73,66.8,53.63,3.435934,1.4,10.75386183,13.61442786,8715000000,1.52E+11
EA,Electronic Arts,Information Technology,116.54,131.01,81.27,0,3.07,15.66064913,13.64637002,1560000000,37890226992
JNPR,Juniper Networks,Information Technology,24.66,30.96,23.87,1.5754234,0.78,13.29858516,13.85393258,1115500000,9267350000
FE,FirstEnergy Corp,Utilities,30.64,35.22,27.93,4.673807,-14.49,23.57924106,13.99086758,-5067000000,13706075072
PDCO,Patterson Companies,Health Care,32.88,48.295,32.07,3.0723782,1.79,41.76409081,14.05128205,359644000,3209792400
ACN,Accenture plc,Information Technology,150.51,162.6,114.82,1.7144699,5.44,57.7969423,14.17231638,5643228000,98765855553
HPE,Hewlett Packard Enterprise,Information Technology,15.04,24.88,12.815,1.9280206,0.21,10.29448384,14.18867925,3683000000,24800859640
M,Macy's Inc.,Consumer Discretionary,24,33.73,17.405,6.098546,1.98,52.74353404,14.20118343,2446000000,7541063495
ITW,Illinois Tool Works,Industrials,156.15,179.07,126.52,1.9089574,4.86,39.74683291,14.20837125,3924000000,55994378108
A,Agilent Technologies Inc,Health Care,65.05,75,49.23,0.8756979,2.1,10.01761283,14.26535088,1094000000,21984606918
BBY,Best Buy Co. Inc.,Consumer Discretionary,68.79,78.59,41.67,1.9085041,3.81,89.66894484,14.3611691,2555000000,20831186176
PHM,Pulte Homes Inc.,Consumer Discretionary,28.67,35.21,21.06,1.2036108,1.44,27.72313303,14.40703518,992811000,8792572352
CMCSA,Comcast Corp.,Consumer Discretionary,38.19,44,34.78,1.8929017,4.74,17.5201585,14.41132075,28675000000,1.86E+11
LUV,Southwest Airlines,Industrials,55.63,66.985,49.76,0.863707,5.82,34.13952233,14.48697917,4533000000,34351211637
AMT,American Tower Corp A,Real Estate,133.57,155.28,103.36,2,1.97,11.17353766,14.48698482,3792383000,59213892640
MSI,Motorola Solutions Inc.,Information Technology,98.74,107.78,77.23,2.0266979,-1.08,37.84209751,14.49926579,1629000000,16626039679
COTY,"Coty, Inc",Consumer Staples,19.96,21.175,14.24,2.860412,-0.63,9.94925878,14.56934307,211400000,13101112504
EW,Edwards Lifesciences,Health Care,123.78,138.48,89.2,0,2.88,15.81180614,14.59669811,1156700000,27447099863
MON,Monsanto Co.,Materials,119.08,123.15,106.97,1.7938709,5.09,33.17193077,14.95979899,4217000000,53076824328
DISCK,Discovery Communications-C,Consumer Discretionary,21.58,29.18,14.99,0,1.96,12.58461814,15.09090909,2100000000,8320262123
PPL,PPL Corp.,Utilities,29.52,40.2,29.205,5.2196894,2.79,7.872618683,15.13846154,3937000000,20839814845
DISCA,Discovery Communications-A,Consumer Discretionary,22.87,30.25,15.99,0,1.96,12.67676521,15.24666667,2100000000,8763756733
FMC,FMC Corporation,Materials,80.87,98.7,56.53,0.785995,1.56,13.45836225,15.37452471,557800000,11273961835
VAR,Varian Medical Systems,Health Care,112.82,130.29,77.73,0,2.69,28.45235625,15.41256831,500600000,10692681720
DRI,Darden Restaurants,Consumer Discretionary,91.33,100.11,71.7,2.6503997,3.81,59.77552729,15.50594228,997600000,11745595320
KMI,Kinder Morgan,Energy,16.8,22.75,16.56,2.891845,0.01,5.949143323,15.70093458,5981000000,38612712234
PGR,Progressive Corp.,Financials,51.07,58.25,36.84,2.1061797,2.73,44.56807107,15.71384615,0,31062780000
VIAB,Viacom Inc.,Consumer Discretionary,32.71,46.72,22.13,2.622091,4.68,29.94113925,15.72596154,5600000000,10601008017
CMS,CMS Energy,Utilities,41.77,50.85,41.07,3.3918407,1.99,16.90294094,15.76226415,2099000000,11873960824
PBCT,People's United Financial,Financials,18.56,20.14,15.965,3.59375,0.97,4.725928726,15.86324786,0,6527616000
AME,AMETEK Inc,Industrials,72.05,78.51,51.31,0.75512403,2.94,17.94356084,15.87004405,1025763000,17139651923
ROK,Rockwell Automation Inc.,Industrials,178.73,210.72,147.67,1.7692552,6.35,47.5270662,16.33729433,1323200000,24123216432
QCOM,QUALCOMM Inc.,Information Technology,62.42,69.28,48.92,3.5055351,1.65,14.640011,16.34031414,4191000000,96282828902
HAS,Hasbro Inc.,Consumer Discretionary,96.48,116.2,87.92,2.2304833,4.34,29.80014536,16.57731959,1028425000,12732072001
BAX,Baxter International Inc.,Health Care,62.56,72.58,48.15,0.97635394,1.29,18.18900011,16.59416446,1832000000,35713732553
FBHS,Fortune Brands Home & Security,Industrials,62.44,73.62,55.25,1.2618296,3.04,33.87114168,16.60638298,814500000,9624169008
GLW,Corning Inc.,Information Technology,28.45,35.1,26.31,2.0791416,-0.78,11.1801789,16.6374269,2970000000,25759280346
ADBE,Adobe Systems Inc,Information Technology,185.16,204.45,114.451,0,3.39,14.14210447,16.74141049,2538040000,94550214268
MDLZ,Mondelez International,Consumer Staples,42.68,47.23,39.19,1.9977299,1.91,16.60144273,16.93650794,4355000000,65827817742
APA,Apache Corporation,Energy,37.73,57.9,38.14,2.528445,-3.72,10.33311917,16.9954955,3265000000,15066280977
EXR,Extra Space Storage,Real Estate,77.56,88.56,71.34,3.879632,2.92,6.354867397,17.08370044,717468000,10133547517
LNT,Alliant Energy Corp,Utilities,37.14,45.55,36.84,3.5733333,1.65,10.81805938,17.43661972,1168400000,8670163500
ABT,Abbott Laboratories,Health Care,56.27,64.6,42.28,1.9089824,0.26,15.04352222,17.63949843,5744000000,1.02E+11
NBL,Noble Energy Inc,Energy,25.43,39.6,22.985,1.4771049,-2.32,5.413351078,17.65972222,-518000000,13177325251
SYF,Synchrony Financial,Financials,34.98,40.59,26.01,1.6,2.41,16.58085277,17.75634518,0,28893750000
BWA,BorgWarner,Consumer Discretionary,51.94,58.22,37.54,1.2363636,0.55,32.80826632,17.97231834,867900000,11596117445
LYB,LyondellBasell,Materials,105.79,121.95,78.01,3.264714,12.25,81.14216008,18.05290102,6851000000,43556650000
KMX,Carmax Inc,Consumer Discretionary,64.34,77.64,54.29,0,3.97,93.05946216,18.12394366,1339628000,11827453706
VNO,Vornado Realty Trust,Real Estate,66.18,111.72,66.0101,3.744428,4.33,9.257108898,18.23140496,0,12778779911
NWSA,News Corp. Class A,Consumer Discretionary,15.65,17.29,12,1.24533,-1.28,10.08495398,18.41176471,679000000,9356906461
NWS,News Corp. Class B,Consumer Discretionary,15.85,17.7,12.35,1.2269939,-1.28,10.08384158,18.43023256,679000000,9496735699
GT,Goodyear Tire & Rubber,Consumer Discretionary,30.75,37.2,28.81,1.6731402,4.74,42.28200389,18.63636364,2044000000,8244568238
HSIC,Henry Schein,Health Care,70.85,93.495,65.28,0,3.1,56.13241705,18.94385027,1033985000,11452961984
MTD,Mettler Toledo,Health Care,601,697.26,459.34,0,14.24,71.78427642,18.96497318,666706000,16420774443
GILD,Gilead Sciences,Health Care,78.22,89.54,63.759,2.754954,9.95,15.01704902,18.98543689,17590000000,1.08E+11
CTSH,Cognizant Technology Solutions,Information Technology,75.16,79.28,54.76,1.0454783,2.54,18.94229749,19.07614213,2946000000,45119684067
IBM,International Business Machines,Information Technology,147.59,182.79,139.13,3.8999026,6.11,81.21983285,19.16753247,16557000000,1.42E+11
DAL,Delta Air Lines Inc.,Industrials,51.23,60.79,43.81,2.2655525,4.94,55.81070004,19.18726592,8348000000,38393603535
AKAM,Akamai Technologies Inc,Information Technology,62.49,69.56,44.65,0,1.79,10.67356279,19.22769231,789517000,10906904066
ILMN,Illumina Inc,Health Care,209.54,248.97,158.0203,0,4.92,17.88806904,19.24150597,1192000000,32295200000
GRMN,Garmin Ltd.,Consumer Discretionary,61.13,64.96,48.5,3.2339885,2.69,11.49085854,19.46815287,736798000,11840331607
MKC,McCormick & Co.,Consumer Staples,101.36,109.67,90.25,2.0261056,3.73,36.47581316,19.49230769,815700000,13459353253
APC,Anadarko Petroleum Corp,Energy,56.2,70,39.96,1.7029973,-5.9,14.16251695,19.51388889,3115000000,32129091747
INFO,IHS Markit Ltd.,Industrials,43.73,49.19,37.82,0,1,8.641609359,19.52232143,1018900000,17969275816
MMM,3M Company,Industrials,222.89,259.77,175.49,2.3328617,7.92,50.769079,19.65520282,9048000000,1.39E+11
IVZ,Invesco Ltd.,Financials,31.92,38.43,29.36,3.466826,2.74,12.03902,19.7037037,1606200000,13620847614
T,AT&T Inc,Telecommunication Services,35.57,42.7,32.55,5.4156513,4.76,25.25712994,19.76111111,49653000000,2.27E+11
MU,Micron Technology,Information Technology,40,49.89,22.64,0,4.36,18.25416608,19.8019802,12541000000,48576791974
XRX,Xerox Corp.,Information Technology,29.8,37.42,26.64,3.207184,0.59,37.82851143,20,1191000000,7938833340
FFIV,F5 Networks,Information Technology,137.25,149.5,114.63,0,6.51,33.31019296,20.00728863,629940000,8744185796
AON,Aon plc,Financials,136.05,152.78,113.2201,1.0245464,4.66,38.90179198,20.06637168,1858000000,35123123422
PKG,Packaging Corporation of America,Materials,111.95,131.1316,88.47,2.1514556,7.07,64.28285144,20.20758123,1214900000,11051273948
NEM,Newmont Mining Corporation,Materials,36.61,42.04,31.42,0.8101539,-1.18,9.874207825,20.22651934,1509000000,19749449484
SNI,Scripps Networks Interactive Inc.,Consumer Discretionary,86.46,88.87,64.87,1.3761468,5.18,19.76644683,20.48815166,1351059000,11328642413
DHI,D. R. Horton,Consumer Discretionary,44.55,53.32,29.3716,1.0801469,2.73,37.33963444,20.52995392,1691000000,17390873686
TGT,Target Corp.,Consumer Discretionary,71.11,78.7,48.56,3.3856654,4.71,88.36400952,20.6115942,7105000000,39816696539
SNPS,Synopsys Inc.,Information Technology,82.62,94.8,64.75,0,0.87,13.16388221,20.75879397,579844000,12767067883
BEN,Franklin Resources,Financials,38,47.65,37.01,2.332657,3,11.17942656,20.76502732,2711300000,21759187973
PG,Procter & Gamble,Consumer Staples,80.22,94.67,80.1,3.3704789,5.6,25.39009015,20.83636364,17249000000,2.06E+11
PX,Praxair Inc.,Materials,144.07,166.95,115.53,2.1998534,4.32,37.05585127,20.94040698,3632000000,42948664203
DG,Dollar General,Consumer Discretionary,95.1,105.82,65.97,1.0625255,4.43,62.22239553,20.99337748,2457604000,26580644874
GPN,Global Payments Inc.,Information Technology,100.59,113.26,76.47,0.037622273,1.58,17.41566974,21.26638478,960345000,16920023264
FITB,Fifth Third Bancorp,Financials,31.1,33.91,23.2,1.9789734,2.85,10.79754335,21.30136986,0,22437653700
EQT,EQT Corporation,Energy,46.25,67.84,47.13,0.2518363,-2.69,7.116774357,21.51162791,1518305000,12638828950
CBOE,CBOE Holdings,Financials,111.15,138.54,76.75,0.9426963,2.27,13.47429192,21.58252427,488406000,12998295607
TXT,Textron Inc.,Industrials,55.54,62.19,45,0.1381454,1.14,52.17132371,21.61089494,1454000000,15254672353
JCI,Johnson Controls International,Industrials,36.55,44.37,34.51,2.7659574,1.71,32.01833043,21.62721893,4295000000,34822224800
RRC,Range Resources Corp.,Energy,12.82,34.09,12.7,0.6097561,-2.79,6.532704108,21.72881356,820095000,3255587970
IFF,Intl Flavors & Fragrances,Materials,138,157.4,116.3,1.9341276,5.05,31.21549543,21.76656151,699963000,11270040447
PCAR,PACCAR Inc.,Industrials,66.98,79.69,61.93,1.455816,4.75,52.04634285,21.81758958,3619200000,24152102921
XEL,Xcel Energy Inc,Utilities,42.44,52.22,41.16,3.3914273,2.21,16.83822292,21.87628866,3885828000,21559611927
CAH,Cardinal Health Inc.,Health Care,66.63,84.88,54.66,2.8394227,4.04,315.3163982,21.99009901,1913000000,20493281175
AJG,Arthur J. Gallagher & Co.,Financials,64.4,70.55,53.63,2.4807138,2.54,33.1955084,22.05479452,888000000,11968488290
TROW,T. Rowe Price Group,Financials,101.99,120.07,66.7,2.140443,4.75,13.79899925,22.12364425,2281400000,25810865035
RSG,Republic Services Inc,Industrials,62.72,69.4,57.53,2.1362228,1.77,21.74667852,22.16254417,2734000000,21590903863
PKI,PerkinElmer,Health Care,72.06,84.49,52.63,0.3695394,2.64,19.41456544,22.17230769,445658000,8351767268
EOG,EOG Resources,Energy,101.04,119,81.99,0.63339007,-1.98,12.59376145,22.20659341,3692749000,61164030149
GPC,Genuine Parts,Consumer Discretionary,96.31,107.75,79.86,2.7198548,4.6,79.44822625,22.24249423,1201517000,14554321748
WBA,Walgreens Boots Alliance,Consumer Staples,68.22,88,63.82,2.2368238,3.78,115.5411873,22.29411765,7083000000,70862541911
ETFC,E*Trade,Financials,48.48,56,32.25,0,2.15,8.521504847,22.54883721,0,13754977266
PPG,PPG Industries,Materials,110.3,122.0697,99.57,1.5771489,6.31,56.41640442,22.83643892,2585000000,29043337549
CTAS,Cintas Corporation,Industrials,149.32,169.96,113.79,1.0344827,4.38,54.07390881,22.86676876,1097295000,16676145923
FLR,Fluor Corp.,Industrials,55.31,62.09,37.0351,1.4726508,1.99,100.264629,23.04583333,709756000,7978485059
SWKS,Skyworks Solutions,Information Technology,99.04,117.65,90.53,1.2629502,5.41,14.20856466,23.30352941,1122900000,18493080922
XEC,Cimarex Energy,Energy,100.19,136.31,89.49,0.30214334,-4.64,13.25887858,23.4088785,1061056000,10089082025
PWR,Quanta Services Inc.,Industrials,33.51,40.105,30.23,0,1.28,43.02031303,23.43356643,649404000,5330131216
AXP,American Express Co,Financials,88.34,102.385,75.51,1.4955667,2.9,38.85510705,23.55733333,0,80410990000
